@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: re : resolved issue : re : meter # 0986563 -\r\nvance ,\r\ndeal # 358125 has been created and entered in sitara .\r\nbob\r\nvance l taylor\r\n08 / 02 / 2000 10 : 19 am\r\nto : robert e lloyd / hou / ect @ ect\r\ncc : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect , anita\r\nluong / hou / ect @ ect , stephanie gomes / hou / ect @ ect , pat clynes / corp / enron @ enron ,\r\nmary poorman / na / enron @ enron , hillary mack / corp / enron @ enron , melissa\r\ngraves / hou / ect @ ect\r\nsubject : re : resolved issue : re : meter # 0986563 -\r\nrobert ,\r\nhplc entered into a gas purchase agreement with the bjd - ess corporation\r\n( global # 96036946 ) effective 4 / 1 / 2000 thru 3 / 31 / 2002 . the meter produced an\r\naverage of 19 mmbtu / d for the month of april , 2000 . a deal ticket should be\r\ncreated and entered into sitara based upon the following information :\r\ncounterparty meter volume price period\r\nbjd - ess corporation 6563 19 mmbtu / d 85 \% if / hsc 4 / 2 / 00 - 4 / 30 / 00\r\ngive me a call if there are any questions or concerns .\r\nthanks ,\r\nvlt\r\nx 3 - 6353\r\nmary poorman @ enron\r\n08 / 02 / 2000 09 : 34 am\r\nto : daren j farmer / hou / ect @ ect\r\ncc : robert cotten / hou / ect @ ect , vance l taylor / hou / ect @ ect , anita\r\nluong / hou / ect @ ect , stephanie gomes / hou / ect @ ect , pat clynes / corp / enron @ enron\r\nsubject : resolved issue : re : meter # 0986563 -\r\nfyi -\r\nit apppears that any deliveries made during the time frame from 12 / 99 -\r\n04 / 02 / 00 , were made without any contractual arrangements for purchase .\r\ntherefore , vance explained to me that the volume of 1 , 517 dth for the period\r\nshould have been allocated to the strangers agreement , just as it was . any\r\ndeliveries were unauthorized ( udog ) and the gas then belongs to hpl . please\r\ngive vance a call if you have any further questions regarding this issue .\r\nthank you all for your patience and assistance . i appreciate it !\r\nmary jane',ham
'Subject: re : formosa meter # : 1000\r\nthe deal will continue as in months past , however the sales price is i ( . 035 ) .\r\nyou may roll old deals for another month or give me the ticket numbers and i\r\nwill do so .\r\nthanks ,\r\ngary\r\nfrom : robert e lloyd 08 / 07 / 2000 08 : 46 am\r\nto : gary w lamphier / hou / ect @ ect\r\ncc : daren j farmer / hou / ect @ ect , rita wynne / hou / ect @ ect , robert e\r\nlloyd / hou / ect @ ect\r\nsubject : formosa meter # : 1000\r\nurgent request !\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 07 / 2000\r\n08 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 08 / 03 / 2000 04 : 48 pm\r\nto : robert e lloyd / hou / ect @ ect\r\ncc :\r\nsubject : formosa meter # : 1000\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 03 / 2000\r\n04 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : robert e lloyd 08 / 02 / 2000 03 : 48 pm\r\nto : gary w lamphier / hou / ect @ ect\r\ncc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita\r\nwynne / hou / ect @ ect , howard b camp / hou / ect @ ect\r\nsubject : formosa meter # : 1000\r\nwill there be a buyback ticket for formosa during august 2000 activity .\r\ndeal # : 92881 expired july 31 , 2000 .',ham
'Subject: payroll distribution\r\nto : employees in the enron building , three allen center , and jefferson\r\nbuilding\r\nthe sap project team , payroll , hr and mailroom have been working to resolve\r\nthe problems some employees have experienced with the delivery of their\r\npaychecks . if your paycheck or direct deposit advice is not delivered to\r\nyour mailstop on payday , please contact the mailroom at 853 - 6231 for\r\nresolution .\r\nto change the mailstop to which your paycheck is distributed , please contact\r\nyour hr representative .',ham
'Subject: re : enron / hpl actuals for august 11 - 13 , 2000\r\noops , you are right . sorry .',ham
'Subject: new book\r\nplease create the following books to be used in sitara and tagg . let me know\r\nif i forgot any information .\r\ndave',ham
'Subject: hpl nom for august 24 , 2000\r\n( see attached file : hplo 824 . xls )\r\n- hplo 824 . xls',ham
'Subject: 9 / 00 assignment , termination , expiration report - assets group\r\nattached is the september 2000 assignment , termination & expiration report\r\nfor the assets group \' s contracts . ( fyi - it contains all of the entries made\r\nby our group during 8 / 00 regardless of the effective date . ) if you do not\r\nneed to receive this report or if you know of someone else that should\r\nreceive it , please let me know by e - mail or phone ( x - 36982 ) so that i can\r\neither remove your name from or add their name to the distribution list .',ham
'Subject: revised - - - - - - - kleberg plant outages in september - - - - - cornhusker\r\ncorrection - - - - - - - the first outage should be from 12 : 00 am to 12 : 00 pm .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 08 / 25 / 2000 03 : 13\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmark mccoy\r\n08 / 25 / 2000 03 : 08 pm\r\nto : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , stacey\r\nneuweiler / hou / ect @ ect\r\ncc :\r\nsubject : kleberg plant outages in september - - - - - cornhusker\r\ni spoke with michael mazowita / white pine energy , as he said the expected\r\noutages are as follows :\r\naugust 31 st - september lst 12 hours 12 : 00 pm to 12 : 00 am no flow\r\nseptember 25 th - 31 st all days no flow',ham
'Subject: eastrans september first of the month nominations\r\neffective 9 / 1 / 00 deliveries to eastrans is 30 , 000 mmbtu / dy\r\nthe redeliveries will be :\r\n8500 from fuels cotton valley\r\n21500 to pg & e',ham
'Subject: revised devon and co - owner availabilities for september\r\nfyi . . . . . . . . . . . . . . . . . . . . . .\r\nbeverly\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 08 / 30 / 2000 08 : 10\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron capital & trade resources corp .\r\nfrom : \" steve holmes \"\r\n08 / 29 / 2000 03 : 57 pm\r\nto :\r\ncc :\r\nsubject : revised devon and co - owner availabilities for september\r\nbeverly ,\r\nthe co - owner volumes have been updated to show a volume for comet petroleum\r\nand james d . finley under burnell n . pettus . additionally , devon \' s volume\r\nunder burnell / n . pettus has also increased slightly .\r\nsteve\r\n- 0900 co - owners volumes to enron . xls\r\n- enronavailso 900 revo 2 . xls',ham
'Subject: re : new sitara desk request _ ena - im cleburne _ gcp response\r\nhello scott ,\r\nyour request is complete as follows :\r\nportfolio :\r\ncp / id 84078 ena - im cleburne\r\ncpr record :\r\ncp / id 84079 ena - im cleburne\r\nba / id 84079\r\nrgds .\r\nsamuel x 3 - 9890\r\n( gcp _ ena )\r\nfrom : scott mills 08 / 30 / 2000 08 : 27 am\r\nto : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r\r\nbrackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa\r\nschulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j\r\nfarmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,\r\nshawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect\r\ncc :\r\nsubject : new sitara desk request\r\nthis needs to be available in production by early afternoon . sorry for the\r\nshort notice .\r\nsrm ( x 33548 )',ham
'Subject: re : enron / hpl actuals for august 29 , 2000\r\nwith regards to the 29 th , gary ( tufco ) spoke with lee ( hpl ) requesting the\r\ntap volume to decrease at 2 am . mike ( valero ) was unable to accomodate the\r\nrequest until 2 : 30 am . lee confirmed with gary , and the volumes decreased from\r\n140 to 0 at 2 : 30 am . please let me know how you \' d like to proceed .\r\ni am still working on lonestar volumes for sept , but will let you know as\r\nsoon as possible .\r\nregards ,\r\nami\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 30 / 2000\r\n12 : 38 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : ami chokshi 08 / 30 / 2000 10 : 37 am\r\nto : \" charlie stone \" , daren j farmer / hou / ect @ ect\r\ncc : gary a hanks / hou / ect @ ect\r\nsubject : re : enron / hpl actuals for august 29 , 2000\r\nhey charlie ,\r\nfor day 29 , i show a total volume of 102 . 083\r\n140 . 0 from 9 a through la\r\n70 . 0 for 2 a ( 1 hour only )\r\n0 . 0 from 3 a through 8 a\r\nalso , for the total volume through day 28 , i show :\r\nhplr 2015 . 0\r\nenron 1 . 152 . 0\r\ngd 666 . 877\r\nplease advise .\r\nami\r\n\" melissa jones \" on 08 / 30 / 2000 10 : 10 : 27 am\r\nto : \" charlie stone \" , \" gary green \" ,\r\ntimpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,\r\ncarlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com\r\ncc :\r\nsubject : enron / hpl actuals for august 29 , 2000\r\nteco tap 20 . 000 / enron ; 79 . 167 / hpl gas daily\r\nls hpl lsk ic 20 . 000 / enron',ham
'Subject: done : new sitara desk request ( ref cc # 20000813 )\r\ncarey ,\r\nper scott \' s request below the following business unit ( aka : desk id ,\r\nportfolio ) was added to global production and unify development , test ,\r\nproduction and stage . please copy to the other global environments .\r\nthanks ,\r\ndick , x 3 - 1489\r\nupdated in global production environment gcc code desc :\r\np ent subenti data _ cd ap data _ desc code _ id\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\na sit deskid imcl a ena - im cleburne 9273\r\nfrom : scott mills 08 / 30 / 2000 08 : 27 am\r\nto : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r\r\nbrackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa\r\nschulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j\r\nfarmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,\r\nshawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect\r\ncc :\r\nsubject : new sitara desk request\r\nthis needs to be available in production by early afternoon . sorry for the\r\nshort notice .\r\nsrm ( x 33548 )',ham
'Subject: cornhusker for sept\r\ncorrection : that should be rick hill , not rich\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 09 / 01 / 2000 09 : 31\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nmark mccoy\r\n09 / 01 / 2000 09 : 26 am\r\nto : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , stacey\r\nneuweiler / hou / ect @ ect\r\ncc : rita wynne / hou / ect @ ect\r\nsubject : cornhusker for sept\r\ni was informed by nancy stivers at tenaska that rich hill with enron called\r\ntenaska and requested that they continue to handle the nominations and\r\naccounting for cornhusker through september . have you heard this ?',ham
'Subject: duplicates\r\nsorry for any duplicate , having problems with lotus\r\nnotes .\r\ngary green',ham
'Subject: hpl nom for sept . 19 , 2000\r\n( see attached file : hplo 919 . xls )\r\n- hplo 919 . xls',ham
'Subject: enron / hpl actuals for sept . 18 , 2000\r\nls hpl lsk ic 2 . 500 / enron',ham
'Subject: neon material week of sep 27\r\nleaders :\r\n?\r\nthree things :\r\n? ? ? ? ? ?\r\nhere is this week \' s material . ? there \' s probably way too much stuff to use it\r\nall , so i wouldn \' t even try . ? pick out the things and questions that you\r\nfeel are the most important and will hit your group the best . ? just remember\r\nthat this material is only one part of what needs to be happening in your\r\nneon group . ? the getting to know and share with each other is critical - - use\r\none of the icebreaker activities you have ( even if it seems cheesy ) or\r\nsomehow ask questions and get the group talking with each other or about\r\nthemselves .\r\n?\r\nsee the note above the material about the cd in your neon box .\r\n?\r\nfinally , i haven \' t let you know about the new leaders we have working with\r\nus , specifically with carol poe and the backors in neon silver - - leslie and\r\ndebbie bills ! ? welcome debbie and les !\r\n?\r\nkeep up the great work !\r\n?\r\nbobby\r\n- neon measuring success lesson 2 . doc',ham
'Subject: swift - october 2000 vols\r\nf y i\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 09 / 26 / 2000\r\n08 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : joan m quick on 09 / 25 / 2000 06 : 01 pm\r\nsent by : joan quick\r\nto : carlos j rodriguez / hou / ect @ ect , susan d trevino / hou / ect @ ect , stella l\r\nmorris / hou / ect @ ect\r\ncc :\r\nsubject : swift - october 2000 vols\r\nthis is the last month we will be buying this gas ! ! ! !\r\nvpp 1 , 265 mmbtu / d\r\nxs 3 , 700 mmbtu / d\r\n- - - - - - - -\r\n4 , 965 mmbtu / d',ham
'Subject: txu nom . for 9 / 27 / 00\r\nls katy ic will remain on zero . will try to pull firm gas at teco as system\r\nconditions allow .\r\n( see attached file : hplo 927 . xls )\r\n- hplo 927 . xls',ham
'Subject: cornhusker\r\nthanks for following up on this .\r\ni think we \' re generally there in terms of the commercial terms , but need to\r\nthink through just a few issues related to our plans for the asset .\r\ni \' d suggest we meet on thursday as i believe the asset manager ( mike\r\nmazowita ) will be here in houston . in addition to john \' s list of attendees ,\r\nchuck ward , john king and i should be in the meeting . i \' ll ask tina tennant\r\nto corrdinate .\r\nrh\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by garrick hill / hou / ect on 09 / 26 / 2000 04 : 56\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : sandi m braband on 09 / 26 / 2000 01 : 27 pm\r\nto : garrick hill / hou / ect @ ect\r\ncc : dan lyons / hou / ect @ ect\r\nsubject : cornhusker\r\nrick ,\r\njust following up my voicemail to you yesterday - - - john griffith has\r\ncontacted me regarding the gas management agreement relating to the\r\ncornhusker transaction . when dan was in my office several weeks ago , we spoke\r\nwith you and it appeared that some of the financial terms of the gas\r\nmanagement agreement were yet to be worked out - - has that occurred yet ? do you\r\nknow the details of the extension on the transition agreement ? are you\r\navailable to meet on this in the next day or two and is there anyone else you\r\nthink should be included ? ( john griffith has asked to be included and\r\nsuggests darren farmer and bob hall be present as well ) - - please let me know\r\nthank you ,\r\nsandi\r\next . 35465',ham
'Subject: october 2000 co - owner avails .\r\nif anyone else needs these , fyi\r\nbev\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 09 / 28 / 2000 03 : 11\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\ncarlos j rodriguez\r\n09 / 28 / 2000 10 : 52 am\r\nto : beverly beaty / hou / ect @ ect\r\ncc :\r\nsubject : october 2000 co - owner avails .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 09 / 28 / 2000\r\n10 : 51 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" steve holmes \" on 09 / 28 / 2000 10 : 42 : 53 am\r\nto : ,\r\ncc :\r\nsubject : october 2000 co - owner avails .\r\nthe attached reflects co - owner volumes available for sale for october 2000 .\r\nplease let me know of nay questions you may have .\r\nthanks ,\r\nsteve\r\n- 1000 co - owners volumes to enron . xls',ham
'Subject: opm survey help sheet\r\nhi daren ,\r\nthe attached spreadsheet could be used to help you in the collection of the\r\nhours for your group prior to entering into the database sent to you by james\r\nscribner . it includes a place for your fte \' s , hours by position & activity\r\nand the activity definitions for your cost center . please let me know if you\r\nhave any questions .\r\nthanks ,\r\nsuzanne',ham
'Subject: meter 1603 - 10 / 1 - 10 / 2\r\nfyi - meter 1603 has a total flow of 48 . 667 on a total nom of 40 . 000 . deal #\r\n380664 .\r\nal',ham
'Subject: duke cashout entries 5 / 00 and 6 / 00\r\nhere are the cashout amounts for 5 / 00 and 6 / 00 for duke energy field\r\nservices . we also need to enter a demand fee to account for the excess of\r\n103 \% charge on the sale side . i have those amounts below . let me know if\r\nyou have any questions .\r\nmay 2000\r\ndeal 157278 $ 2 , 486 . 00 excess charge\r\n$ 2 . 38 cashout\r\ndeal 157288 $ 71 . 85 cashout\r\njune 2000\r\ndeal 157278 $ 920 . 21 excess charge\r\n$ 208 . 88 cashout\r\n( there is no purchase cashout for 6 / 00 )\r\nthanks ,\r\nmegan',ham
'Subject: july pricing discrepancy : sell to tenaska marketing , deal # 399791\r\ndaren -\r\nsell to tenaska marketing\r\njuly deal # 399791\r\ntenaska is indicating that the sale for july 2000 should be priced at $ 3 . 56 .\r\ncould you confirm our sale price should have been $ 3 . 58 ?\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on\r\n10 / 05 / 2000 08 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nkristen j hanson @ ect\r\n09 / 15 / 2000 09 : 37 am\r\nto : katherine herrera / corp / enron @ enron\r\ncc :\r\nsubject : re : cleburne plant\r\nfyi - the purchase invoices have arrived and were given to megan . please feel\r\nfree to call darren with any questions .\r\nthanks ,\r\nkris\r\ndaren j farmer\r\n09 / 13 / 2000 04 : 01 pm\r\nto : rita wynne / hou / ect @ ect , kristen j hanson / hou / ect @ ect , pat\r\nclynes / corp / enron @ enron , julie meyers / hou / ect @ ect , bob m hall / na / enron @ enron ,\r\ndavid baumbach / hou / ect @ ect , steve jackson / hou / ect @ ect , mark\r\nmccoy / corp / enron @ enron\r\ncc :\r\nsubject : cleburne plant\r\nwell , folks , the cleburne deal has started . the deal has not been finalized\r\nthrough legal . however , we were able to \" get between \" a few deals and make\r\nsome money before we finalized it . the cleburne plant was down 7 / 31 - 8 / 7 and\r\n8 / 31 . on these dates , we bought gas from tenaska iv texas partners and sold\r\nto anp and tenaska marketing . because things were not set up , i could not\r\nenter the deals until now . please review the following deals and settle with\r\nthe customers .\r\nbuy from tenaska iv\r\njuly 399763\r\naug 399773\r\nsell to tenaska marketing\r\njuly 399791\r\naug 399797\r\nsell to anp\r\naug 399814\r\nthe trading desk these are on is \" ena - im cleburne \" .\r\nkris - i have forwarded invoices from tenaska iv to you via intercompany\r\nmail . ( i received both invoices this week )\r\ni am sure there are questions , just give me a call . tanks .\r\nd',ham
